ent_key,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue
500,2014,Hyderabad,5/18/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal"
501,2014,Ahmedabad,5/19/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera"
502,2014,Delhi,5/19/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla
503,2014,Hyderabad,5/20/2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
504,2014,Kolkata,5/20/2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens
505,2014,Chandigarh,5/21/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
506,2014,Kolkata,5/22/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens
507,2014,Ranchi,5/22/2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex
508,2014,Mumbai,5/23/2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium
509,2014,Chandigarh,5/23/2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
510,2014,Bangalore,5/24/2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium
511,2014,Kolkata,5/24/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens
512,2014,Chandigarh,5/25/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali"
513,2014,Mumbai,5/25/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium
514,2014,Kolkata,5/27/2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens
515,2014,Mumbai,5/28/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium
516,2014,Mumbai,5/30/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium
517,2014,Bangalore,6/1/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium
518,2015,Kolkata,4/8/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens
519,2015,Chennai,4/9/2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk"
520,2015,Pune,4/10/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium
521,2015,Chennai,4/11/2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Chennai Super Kings,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk"
522,2015,Kolkata,4/11/2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens
523,2015,Delhi,4/12/2015,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla
524,2015,Mumbai,4/12/2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium
525,2015,Bangalore,4/13/2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,DA Warner,M Chinnaswamy Stadium
526,2015,Ahmedabad,4/14/2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,7,SPD Smith,"Sardar Patel Stadium, Motera"
527,2015,Kolkata,4/30/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,AD Russell,Eden Gardens
528,2015,Pune,4/15/2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils,0,5,MA Agarwal,Maharashtra Cricket Association Stadium
529,2015,Visakhapatnam,4/16/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
530,2015,Mumbai,4/17/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium
531,2015,Visakhapatnam,4/18/2015,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Delhi Daredevils,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
